	Depth（nm）	Load（mN）			Depth（nm）	Load（mN）			Depth（nm）	Load（mN）				点位	时间	Depth（nm）	Load（mN）			Depth（nm）	Load1（mN）	Load2（mN）	Load3（mN）
70.048654	6638.972134	213.16375		70.542833	4455.886743	207.55359		70.277034	6116.707331	210.27971				1#	71.307083	6616.837444	200.58787		71.307083	6616.837444	200.58787	200.85153	200.85153
70.101652	6637.999243	212.63016		70.590799	4454.83397	207.07207		70.327209	6115.668152	209.79674				1#	71.361536	6616.061305	200.03976		71.361536	6616.061305	200.03976	200.29651	200.29651
70.157058	6637.304577	212.08263		70.639334	4453.534709	206.59024		70.38299	6114.168259	209.26702				1#	71.416586	6614.981451	199.48868		71.416586	6614.981451	199.48868	199.74237	199.74237
70.212395	6635.985395	211.53346		70.688589	4452.512976	206.10492		70.437277	6113.309551	208.72717				1#	71.471806	6614.557535	198.93691		71.471806	6614.557535	198.93691	199.19226	199.19226
70.2673	6635.566057	210.98036		70.738378	4451.13975	205.61237		70.492359	6112.649499	208.17458				1#	71.526403	6613.149485	198.39117		71.526403	6613.149485	198.39117	198.64154	198.64154
70.32128	6634.234395	210.43973		70.7889	4450.050552	205.10113		70.546193	6111.520416	207.63468				1#	71.581639	6612.717737	197.83821		71.581639	6612.717737	197.83821	198.09264	198.09264
70.376274	6633.005854	209.89313		70.841418	4449.342287	204.60136		70.600425	6110.461723	207.09229				1#	71.636126	6611.444503	197.29619		71.636126	6611.444503	197.29619	197.54314	197.54314
70.431984	6632.109953	209.33788		70.893401	4447.2958	204.07275		70.65349	6109.611773	206.54536				1#	71.690235	6609.889811	196.75114		71.690235	6609.889811	196.75114	196.9943	196.9943
70.486115	6631.112724	208.79217		70.947431	4446.269057	203.54552		70.707909	6108.574558	206.01787				1#	71.745593	6608.947058	196.19779		71.745593	6608.947058	196.19779	196.43126	196.43126
70.540336	6630.249897	208.2505		70.998217	4445.498829	203.01573		70.763934	6107.169332	205.46277				1#	71.800623	6608.264342	195.64729		71.800623	6608.264342	195.64729	195.88077	195.88077
70.595134	6630.052999	207.70351		71.052998	4444.348905	202.4967		70.819058	6106.115463	204.90527				1#	71.855767	6606.880977	195.0963		71.855767	6606.880977	195.0963	195.32644	195.32644
70.649115	6629.011168	207.1655		71.108213	4442.936294	201.9495		70.874391	6105.326226	204.35624				1#	71.911361	6605.758594	194.55283		71.911361	6605.758594	194.55283	194.77594	194.77594
70.70394	6628.197128	206.61402		71.162543	4441.542505	201.40228		70.929283	6104.44122	203.80387				1#	71.966838	6604.4343	193.98613		71.966838	6604.4343	193.98613	194.22142	194.22142
70.759384	6627.056975	206.06024		71.217512	4439.932023	200.85153		70.983387	6103.582223	203.26358				1#	72.017881	6603.477194	193.43086		72.017881	6603.477194	193.43086	193.6797	193.6797
70.81497	6626.012759	205.50965		71.273335	4438.75404	200.29651		71.037716	6102.644545	202.71769				1#	72.071553	6602.782695	192.92549		72.071553	6602.782695	192.92549	193.15094	193.15094
70.870509	6625.543331	204.94603		71.328758	4437.682445	199.74237		71.091628	6101.48139	202.18195				1#	72.126515	6601.11604	192.38757		72.126515	6601.11604	192.38757	192.65715	192.65715
70.924533	6624.286286	204.40915		71.383351	4436.064927	199.19226		71.147598	6100.905337	201.62488				1#	72.184101	6600.329965	191.81894		72.184101	6600.329965	191.81894	192.1292	192.1292
70.980398	6623.911412	203.85094		71.438837	4434.785086	198.64154		71.201828	6099.72641	201.0816				1#	72.238502	6599.362079	191.26766		72.238502	6599.362079	191.26766	191.58552	191.58552
71.035542	6622.296443	203.29574		71.493642	4433.889899	198.09264		71.256154	6098.839424	200.52951				1#	72.293718	6598.394514	190.72018		72.293718	6598.394514	190.72018	191.0351	191.0351
71.088316	6621.380343	202.75468		71.548476	4432.615106	197.54314		71.307143	6097.81266	199.99674				1#	72.348485	6596.654851	190.16032		72.348485	6596.654851	190.16032	190.47626	190.47626
71.142694	6620.730729	202.22596		71.605557	4431.250654	196.9943		71.360952	6096.823287	199.48734				1#	72.397947	6595.05149	189.63831		72.397947	6595.05149	189.63831	189.92558	189.92558
71.19786	6619.472419	201.67525		71.659779	4429.961532	196.43126		71.415469	6096.213827	198.94256				1#	72.45285	6594.320813	189.12561		72.45285	6594.320813	189.12561	189.38383	189.38383
71.25254	6618.484638	201.12641		71.714935	4428.758252	195.88077		71.470968	6094.642128	198.38778				1#	72.507449	6593.049258	188.57796		72.507449	6593.049258	188.57796	188.84239	188.84239
71.307083	6616.837444	200.58787		71.770066	4427.31813	195.32644		71.525925	6093.549104	197.83851				1#	72.563559	6592.028625	188.02231		72.563559	6592.028625	188.02231	188.30404	188.30404
71.361536	6616.061305	200.03976		71.825199	4426.012814	194.77594		71.582019	6093.022799	197.28299				1#	72.618129	6591.390034	187.46914		72.618129	6591.390034	187.46914	187.75073	187.75073
71.416586	6614.981451	199.48868		71.881025	4424.874683	194.22142		71.636732	6091.459157	196.7362				1#	72.672979	6590.208012	186.92162		72.672979	6590.208012	186.92162	187.19787	187.19787
71.471806	6614.557535	198.93691		71.934104	4423.747824	193.6797		71.691582	6090.780379	196.17996				1#	72.729841	6589.183135	186.37679		72.729841	6589.183135	186.37679	186.64722	186.64722
71.526403	6613.149485	198.39117		71.983843	4422.628167	193.15094		71.746732	6089.55135	195.63201				1#	72.780134	6588.554924	185.8232		72.780134	6588.554924	185.8232	186.10503	186.10503
71.581639	6612.717737	197.83821		72.035178	4420.807297	192.65715		71.801885	6088.548674	195.07941				1#	72.833854	6587.310686	185.31364		72.833854	6587.310686	185.31364	185.54173	185.54173
71.636126	6611.444503	197.29619		72.090169	4420.025612	192.1292		71.857018	6088.05157	194.52914				1#	72.888676	6586.294648	184.76659		72.888676	6586.294648	184.76659	184.99144	184.99144
71.690235	6609.889811	196.75114		72.145031	4417.928456	191.58552		71.912555	6086.765725	193.97311				1#	72.943996	6585.60311	184.21841		72.943996	6585.60311	184.21841	184.43124	184.43124
71.745593	6608.947058	196.19779		72.199344	4416.266103	191.0351		71.966973	6085.385544	193.42799				1#	72.997835	6585.236941	183.67749		72.997835	6585.236941	183.67749	183.87661	183.87661
71.800623	6608.264342	195.64729		72.255306	4414.814028	190.47626		72.02171	6084.577256	192.87808				1#	73.052337	6583.879611	183.13183		73.052337	6583.879611	183.13183	183.32355	183.32355
71.855767	6606.880977	195.0963		72.31034	4413.348333	189.92558		72.076614	6083.620656	192.33326				1#	73.106702	6582.698712	182.58691		73.106702	6582.698712	182.58691	182.78013	182.78013
71.911361	6605.758594	194.55283		72.364689	4412.503915	189.38383		72.131894	6082.836068	191.78427				1#	73.163446	6581.8335	182.03854		73.163446	6581.8335	182.03854	182.22282	182.22282
71.966838	6604.4343	193.98613		72.418466	4410.684144	188.84239		72.185853	6081.729382	191.2371				1#	73.218076	6580.856137	181.47017		73.218076	6580.856137	181.47017	181.67312	181.67312
72.017881	6603.477194	193.43086		72.472626	4409.431839	188.30404		72.240309	6080.24801	190.69362				1#	73.27283	6579.314511	180.92395		73.27283	6579.314511	180.92395	181.12009	181.12009
72.071553	6602.782695	192.92549		72.527836	4408.308011	187.75073		72.295312	6079.533962	190.14553				1#	73.327645	6577.960875	180.37699		73.327645	6577.960875	180.37699	180.56093	180.56093
72.126515	6601.11604	192.38757		72.583202	4407.023161	187.19787		72.349766	6078.851576	189.60121				1#	73.383238	6576.646948	179.82211		73.383238	6576.646948	179.82211	180.01842	180.01842
72.184101	6600.329965	191.81894		72.638182	4405.376938	186.64722		72.401642	6078.290104	189.04976				1#	73.437609	6575.5422	179.27765		73.437609	6575.5422	179.27765	179.47985	179.47985
72.238502	6599.362079	191.26766		72.694726	4404.309865	186.10503		72.452302	6076.990275	188.54587				1#	73.491913	6574.633819	178.73572		73.491913	6574.633819	178.73572	178.92222	178.92222
72.293718	6598.394514	190.72018		72.748676	4402.61146	185.54173		72.507107	6075.702685	188.02715				1#	73.546985	6573.177458	178.18438		73.546985	6573.177458	178.18438	178.39924	178.39924
72.348485	6596.654851	190.16032		72.804649	4401.352524	184.99144		72.562211	6074.582219	187.47705				1#	73.601348	6572.166094	177.63601		73.601348	6572.166094	177.63601	177.87802	177.87802
72.397947	6595.05149	189.63831		72.859988	4399.734595	184.43124		72.617	6073.671917	186.92393				1#	73.65647	6571.024262	177.09132		73.65647	6571.024262	177.09132	177.33911	177.33911
72.45285	6594.320813	189.12561		72.91553	4398.249599	183.87661		72.671756	6072.42077	186.37735				1#	73.71214	6569.721183	176.53314		73.71214	6569.721183	176.53314	176.79346	176.79346
72.507449	6593.049258	188.57796		72.970291	4397.00966	183.32355		72.726773	6071.927651	185.83008				1#	73.76847	6568.634346	175.99246		73.76847	6568.634346	175.99246	176.243	176.243
72.563559	6592.028625	188.02231		73.025063	4395.45055	182.78013		72.781131	6070.38725	185.2865				1#	73.822323	6567.987664	175.42848		73.822323	6567.987664	175.42848	175.68373	175.68373
72.618129	6591.390034	187.46914		73.080587	4394.157721	182.22282		72.836054	6069.880613	184.73763				1#	73.876559	6566.964914	174.88747		73.876559	6566.964914	174.88747	175.14181	175.14181
72.672979	6590.208012	186.92162		73.135904	4392.95694	181.67312		72.890012	6068.493778	184.19575				1#	73.929563	6565.793438	174.34019		73.929563	6565.793438	174.34019	174.64511	174.64511
72.729841	6589.183135	186.37679		73.191456	4391.19338	181.12009		72.946728	6067.130702	183.633				1#	73.979854	6564.422337	173.82769		73.979854	6564.422337	173.82769	174.11537	174.11537
72.780134	6588.554924	185.8232		73.246703	4389.580698	180.56093		73.003084	6066.504629	183.07997				1#	74.03597	6563.520397	173.29661		74.03597	6563.520397	173.29661	173.5632	173.5632
72.833854	6587.310686	185.31364		73.300808	4388.434199	180.01842		73.057053	6065.061326	182.52822				1#	74.090443	6562.465321	172.752		74.090443	6562.465321	172.752	173.01748	173.01748
72.888676	6586.294648	184.76659		73.355787	4387.093284	179.47985		73.111068	6064.566619	181.98684				1#	74.14579	6561.434393	172.19657		74.14579	6561.434393	172.19657	172.47365	172.47365
72.943996	6585.60311	184.21841		73.409907	4385.984336	178.92222		73.165367	6062.92821	181.4434				1#	74.200055	6560.108161	171.65271		74.200055	6560.108161	171.65271	171.93644	171.93644
72.997835	6585.236941	183.67749		73.46016	4384.206928	178.39924		73.219034	6062.146876	180.90155				1#	74.256307	6559.15636	171.09641		74.256307	6559.15636	171.09641	171.41256	171.41256
73.052337	6583.879611	183.13183		73.514915	4383.106559	177.87802		73.276743	6061.220943	180.34161				1#	74.31086	6557.923722	170.54798		74.31086	6557.923722	170.54798	170.86121	170.86121
73.106702	6582.698712	182.58691		73.568746	4381.615541	177.33911		73.33149	6059.938917	179.78713				1#	74.367459	6557.546208	169.99829		74.367459	6557.546208	169.99829	170.30943	170.30943
73.163446	6581.8335	182.03854		73.62355	4379.480815	176.79346		73.385994	6058.974974	179.23681				1#	74.420587	6557.018549	169.43645		74.420587	6557.018549	169.43645	169.75314	169.75314
73.218076	6580.856137	181.47017		73.678873	4378.587396	176.243		73.441222	6057.998058	178.68708				1#	74.468887	6555.489383	168.91507		74.468887	6555.489383	168.91507	169.19751	169.19751
73.27283	6579.314511	180.92395		73.734586	4377.297635	175.68373		73.492049	6057.087476	178.13753				1#	74.517874	6554.80665	168.43329		74.517874	6554.80665	168.43329	168.69966	168.69966
73.327645	6577.960875	180.37699		73.78429	4375.888824	175.14181		73.54489	6056.070022	177.63488				1#	74.571128	6553.828318	167.9365		74.571128	6553.828318	167.9365	168.17088	168.17088
73.383238	6576.646948	179.82211		73.83634	4375.068436	174.64511		73.598978	6054.812744	177.10618				1#	74.626882	6552.589272	167.39166		74.626882	6552.589272	167.39166	167.62549	167.62549
73.437609	6575.5422	179.27765		73.891538	4374.196984	174.11537		73.654503	6054.172512	176.55326				1#	74.68186	6551.14695	166.83813		74.68186	6551.14695	166.83813	167.06583	167.06583
73.491913	6574.633819	178.73572		73.946706	4372.602971	173.5632		73.709318	6052.647018	176.0085				1#	74.736152	6550.055659	166.28848		74.736152	6550.055659	166.28848	166.51461	166.51461
73.546985	6573.177458	178.18438		74.001155	4370.957396	173.01748		73.764421	6051.699416	175.45252				1#	74.79196	6548.959031	165.73712		74.79196	6548.959031	165.73712	165.96167	165.96167
73.601348	6572.166094	177.63601		74.055937	4369.490412	172.47365		73.820034	6050.272353	174.90121				1#	74.848018	6548.238839	165.18703		74.848018	6548.238839	165.18703	165.42232	165.42232
73.65647	6571.024262	177.09132		74.106682	4368.275276	171.93644		73.875785	6050.480311	174.3462				1#	74.898391	6547.001974	164.63091		74.898391	6547.001974	164.63091	164.91591	164.91591
73.71214	6569.721183	176.53314		74.161497	4366.489893	171.41256		73.930355	6049.590054	173.7904				1#	74.951602	6545.823001	164.12675		74.951602	6545.823001	164.12675	164.36155	164.36155
73.76847	6568.634346	175.99246		74.217877	4365.379992	170.86121		73.984787	6048.415204	173.24915				1#	75.006413	6544.716055	163.58849		75.006413	6544.716055	163.58849	163.80766	163.80766
73.822323	6567.987664	175.42848		74.272031	4363.931636	170.30943		74.039527	6047.053402	172.70189				1#	75.06095	6543.08384	163.04832		75.06095	6543.08384	163.04832	163.23771	163.23771
73.876559	6566.964914	174.88747		74.32833	4362.648831	169.75314		74.094478	6046.040551	172.15148				1#	75.115242	6541.973883	162.50336		75.115242	6541.973883	162.50336	162.66094	162.66094
73.929563	6565.793438	174.34019		74.37878	4361.052078	169.19751		74.14941	6045.158523	171.60112				1#	75.168716	6540.790224	161.95722		75.168716	6540.790224	161.95722	162.11832	162.11832
73.979854	6564.422337	173.82769		74.430876	4359.952007	168.69966		74.203929	6043.766935	171.05797				1#	75.219926	6540.151762	161.42621		75.219926	6540.151762	161.42621	161.56113	161.56113
74.03597	6563.520397	173.29661		74.485836	4357.916608	168.17088		74.25807	6042.748516	170.51941				1#	75.275188	6539.100442	160.90634		75.275188	6539.100442	160.90634	161.01343	161.01343
74.090443	6562.465321	172.752		74.540395	4356.150115	167.62549		74.313449	6041.881116	169.95925				1#	75.329145	6537.19121	160.36266		75.329145	6537.19121	160.36266	160.45344	160.45344
74.14579	6561.434393	172.19657		74.596227	4354.929042	167.06583		74.368908	6040.874627	169.41091				1#	75.383893	6536.046668	159.81329		75.383893	6536.046668	159.81329	159.90378	159.90378
74.200055	6560.108161	171.65271		74.651574	4353.45474	166.51461		74.423896	6039.816911	168.85904				1#	75.438367	6534.847997	159.26801		75.438367	6534.847997	159.26801	159.35739	159.35739
74.256307	6559.15636	171.09641		74.706193	4352.294101	165.96167		74.478578	6039.006217	168.3136				1#	75.493509	6533.558794	158.71787		75.493509	6533.558794	158.71787	158.8135	158.8135
74.31086	6557.923722	170.54798		74.757044	4350.940716	165.42232		74.533809	6037.720289	167.76136				1#	75.549043	6532.623939	158.16221		75.549043	6532.623939	158.16221	158.26323	158.26323
74.367459	6557.546208	169.99829		74.811428	4348.932761	164.91591		74.589136	6036.697685	167.20597				1#	75.603768	6531.185168	157.61593		75.603768	6531.185168	157.61593	157.71344	157.71344
74.420587	6557.018549	169.43645		74.866605	4347.473991	164.36155		74.644754	6035.740426	166.65883				1#	75.658535	6529.761989	157.06714		75.658535	6529.761989	157.06714	157.16308	157.16308
74.468887	6555.489383	168.91507		74.922244	4346.049612	163.80766		74.698915	6034.296354	166.10776				1#	75.713434	6528.746406	156.52128		75.713434	6528.746406	156.52128	156.6177	156.6177
74.517874	6554.80665	168.43329		74.982541	4344.162538	163.23771		74.753091	6033.058399	165.563				1#	75.76759	6527.756378	155.97784		75.76759	6527.756378	155.97784	156.07287	156.07287
74.571128	6553.828318	167.9365		75.036859	4342.412952	162.66094		74.807827	6032.120324	165.02557				1#	75.822919	6526.311182	155.42392		75.822919	6526.311182	155.42392	155.52192	155.52192
74.626882	6552.589272	167.39166		75.092432	4340.985455	162.11832		74.858615	6030.965912	164.48189				1#	75.874847	6525.550073	154.88424		75.874847	6525.550073	154.88424	154.97344	154.97344
74.68186	6551.14695	166.83813		75.146481	4339.502229	161.56113		74.913721	6029.818225	163.96262				1#	75.926016	6524.156462	154.36478		75.926016	6524.156462	154.36478	154.42034	154.42034
74.736152	6550.055659	166.28848		75.202995	4337.57914	161.01343		74.968394	6028.435676	163.41148				1#	75.980926	6522.831221	153.84519		75.980926	6522.831221	153.84519	153.86146	153.86146
74.79196	6548.959031	165.73712		75.257649	4336.001363	160.45344		75.024066	6026.193119	162.86093				1#	76.035705	6521.710036	153.29595		76.035705	6521.710036	153.29595	153.33528	153.33528
74.848018	6548.238839	165.18703		75.312307	4334.664601	159.90378		75.079172	6025.092648	162.30393				1#	76.091062	6520.329053	152.74763		76.091062	6520.329053	152.74763	152.83817	152.83817
74.898391	6547.001974	164.63091		75.367351	4333.180216	159.35739		75.133419	6024.089693	161.7624				1#	76.146114	6519.024437	152.1959		76.146114	6519.024437	152.1959	152.30179	152.30179
74.951602	6545.823001	164.12675		75.421694	4331.880269	158.8135		75.188406	6023.192072	161.21222				1#	76.200116	6518.22665	151.65219		76.200116	6518.22665	151.65219	151.74583	151.74583
75.006413	6544.716055	163.58849		75.476527	4330.182272	158.26323		75.244114	6021.90817	160.65738				1#	76.255063	6516.960867	151.10166		76.255063	6516.960867	151.10166	151.20489	151.20489
75.06095	6543.08384	163.04832		75.531733	4328.526128	157.71344		75.298081	6020.829996	160.1121				1#	76.310502	6515.501925	150.54839		76.310502	6515.501925	150.54839	150.66149	150.66149
75.115242	6541.973883	162.50336		75.586976	4326.930394	157.16308		75.354572	6019.572747	159.55644				1#	76.364138	6514.721814	150.00949		76.364138	6514.721814	150.00949	150.11179	150.11179
75.168716	6540.790224	161.95722		75.641224	4325.613397	156.6177		75.408335	6018.403144	159.00756				1#	76.419854	6513.222899	149.4549		76.419854	6513.222899	149.4549	149.57822	149.57822
75.219926	6540.151762	161.42621		75.695609	4323.736588	156.07287		75.459609	6017.09971	158.4757				1#	76.47631	6512.315942	148.90544		76.47631	6512.315942	148.90544	149.0406	149.0406
75.275188	6539.100442	160.90634		75.750609	4322.866393	155.52192		75.513534	6016.053841	157.96059				1#	76.53236	6511.245596	148.33194		76.53236	6511.245596	148.33194	148.49953	148.49953
75.329145	6537.19121	160.36266		75.805908	4321.136179	154.97344		75.568078	6015.143581	157.41424				1#	76.586307	6510.586321	147.78517		76.586307	6510.586321	147.78517	147.95084	147.95084
75.383893	6536.046668	159.81329		75.86089	4319.252273	154.42034		75.623823	6013.77535	156.86076				1#	76.636975	6509.379066	147.25784		76.636975	6509.379066	147.25784	147.40027	147.40027
75.438367	6534.847997	159.26801		75.916029	4317.412398	153.86146		75.679259	6013.32339	156.30763				1#	76.692243	6508.167955	146.73675		76.692243	6508.167955	146.73675	146.8565	146.8565
75.493509	6533.558794	158.71787		75.965049	4316.303758	153.33528		75.734931	6011.857377	155.74489				1#	76.747182	6506.595425	146.19129		76.747182	6506.595425	146.19129	146.29988	146.29988
75.549043	6532.623939	158.16221		76.018462	4314.433341	152.83817		75.790745	6010.449457	155.1936				1#	76.802408	6505.522016	145.62889		76.802408	6505.522016	145.62889	145.75015	145.75015
75.603768	6531.185168	157.61593		76.072766	4313.131896	152.30179		75.845865	6009.487315	154.64926				1#	76.856578	6504.289378	145.08778		76.856578	6504.289378	145.08778	145.2069	145.2069
75.658535	6529.761989	157.06714		76.128211	4311.48334	151.74583		75.90049	6008.028193	154.09129				1#	76.911156	6503.050533	144.54282		76.911156	6503.050533	144.54282	144.71575	144.71575
75.713434	6528.746406	156.52128		76.182345	4309.715721	151.20489		75.956453	6006.949919	153.53578				1#	76.966396	6501.83677	143.98978		76.966396	6501.83677	143.98978	144.18536	144.18536
75.76759	6527.756378	155.97784		76.236655	4307.210121	150.66149		76.013274	6005.492022	152.98585				1#	77.020415	6499.955236	143.44957		77.020415	6499.955236	143.44957	143.63758	143.63758
75.822919	6526.311182	155.42392		76.290849	4305.549288	150.11179		76.068005	6004.447301	152.41381				1#	77.076812	6498.481971	142.90386		77.076812	6498.481971	142.90386	143.11266	143.11266
75.874847	6525.550073	154.88424		76.343415	4304.32391	149.57822		76.123811	6003.044548	151.86621				1#	77.132557	6497.808277	142.34468		77.132557	6497.808277	142.34468	142.60139	142.60139
75.926016	6524.156462	154.36478		76.398827	4302.857097	149.0406		76.179013	6001.973195	151.31074				1#	77.184449	6496.735788	141.76403		77.184449	6496.735788	141.76403	142.05351	142.05351
75.980926	6522.831221	153.84519		76.452925	4300.969406	148.49953		76.233116	6000.733711	150.76532				1#	77.236394	6495.996833	141.26829		77.236394	6495.996833	141.26829	141.4986	141.4986
76.035705	6521.710036	153.29595		76.507891	4299.698559	147.95084		76.287846	5998.991241	150.21721				1#	77.292139	6494.829723	140.73588		77.292139	6494.829723	140.73588	140.9499	140.9499
76.091062	6520.329053	152.74763		76.562724	4298.103345	147.40027		76.343926	5998.379266	149.66338				1#	77.346598	6492.928002	140.18459		77.346598	6492.928002	140.18459	140.39509	140.39509
76.146114	6519.024437	152.1959		76.61788	4296.616364	146.8565		76.39914	5997.633014	149.10635				1#	77.400667	6491.771652	139.64837		77.400667	6491.771652	139.64837	139.84192	139.84192
76.200116	6518.22665	151.65219		76.672931	4294.460142	146.29988		76.453968	5995.991076	148.5633				1#	77.454544	6490.781499	139.10828		77.454544	6490.781499	139.10828	139.28496	139.28496
76.255063	6516.960867	151.10166		76.728224	4293.024235	145.75015		76.509392	5995.239419	148.00605				1#	77.509437	6489.281994	138.56485		77.509437	6489.281994	138.56485	138.7341	138.7341
76.310502	6515.501925	150.54839		76.777724	4291.296416	145.2069		76.564481	5993.545448	147.45123				1#	77.564558	6488.549109	138.00617		77.564558	6488.549109	138.00617	138.1768	138.1768
76.364138	6514.721814	150.00949		76.829356	4289.781365	144.71575		76.618968	5992.338569	146.90658				1#	77.618608	6487.074123	137.46606		77.618608	6487.074123	137.46606	137.62468	137.62468
76.419854	6513.222899	149.4549		76.884143	4287.980509	144.18536		76.673372	5991.680401	146.36596				1#	77.673474	6485.977152	136.91955		77.673474	6485.977152	136.91955	137.07586	137.07586
76.47631	6512.315942	148.90544		76.938525	4286.396218	143.63758		76.727304	5990.380376	145.82328				1#	77.728755	6484.003145	136.3668		77.728755	6484.003145	136.3668	136.53114	136.53114
76.53236	6511.245596	148.33194		76.988004	4285.003367	143.11266		76.782006	5989.204274	145.27391				1#	77.782603	6481.954228	135.82488		77.782603	6481.954228	135.82488	135.9789	135.9789
76.586307	6510.586321	147.78517		77.043402	4283.721779	142.60139		76.837152	5987.810321	144.72746				1#	77.832677	6480.645845	135.29685		77.832677	6480.645845	135.29685	135.44167	135.44167
76.636975	6509.379066	147.25784		77.098138	4281.886554	142.05351		76.892327	5986.648913	144.17598				1#	77.887228	6479.114462	134.7818		77.887228	6479.114462	134.7818	134.94905	134.94905
76.692243	6508.167955	146.73675		77.153123	4280.100357	141.4986		76.946667	5985.607542	143.62433				1#	77.94335	6478.1021	134.2275		77.94335	6478.1021	134.2275	134.46324	134.46324
76.747182	6506.595425	146.19129		77.208264	4278.776121	140.9499		76.996654	5984.131245	143.09583				1#	77.998157	6476.793361	133.67256		77.998157	6476.793361	133.67256	133.96328	133.96328
76.802408	6505.522016	145.62889		77.263157	4277.043569	140.39509		77.050941	5983.834335	142.58627				1#	78.059938	6475.619856	133.07005		78.059938	6475.619856	133.07005	133.45405	133.45405
76.856578	6504.289378	145.08778		77.319074	4275.55541	139.84192		77.104791	5982.702015	142.04785				1#	78.115294	6474.165521	132.4976		78.115294	6474.165521	132.4976	132.90443	132.90443
76.911156	6503.050533	144.54282		77.374521	4273.70991	139.28496		77.159426	5981.432849	141.5034				1#	78.168908	6472.900265	131.95511		78.168908	6472.900265	131.95511	132.35072	132.35072
76.966396	6501.83677	143.98978		77.429417	4272.321787	138.7341		77.218227	5979.979826	140.95744				1#	78.219283	6471.82151	131.4351		78.219283	6471.82151	131.4351	131.80668	131.80668
77.020415	6499.955236	143.44957		77.485461	4270.393329	138.1768		77.274749	5978.42674	140.35099				1#	78.26945	6470.613963	130.91744		78.26945	6470.613963	130.91744	131.25672	131.25672
77.076812	6498.481971	142.90386		77.540429	4268.735042	137.62468		77.329443	5977.441403	139.80305				1#	78.322253	6469.098578	130.41881		78.322253	6469.098578	130.41881	130.70929	130.70929
77.132557	6497.808277	142.34468		77.595129	4267.058363	137.07586		77.383427	5975.556132	139.26166				1#	78.377134	6467.439593	129.8876		78.377134	6467.439593	129.8876	130.16949	130.16949
77.184449	6496.735788	141.76403		77.650025	4265.572355	136.53114		77.437927	5973.983865	138.72087				1#	78.430717	6466.168585	129.34487		78.430717	6466.168585	129.34487	129.6191	129.6191
77.236394	6495.996833	141.26829		77.7043	4263.968559	135.9789		77.49214	5972.817006	138.17538				1#	78.485757	6464.999245	128.79652		78.485757	6464.999245	128.79652	129.05133	129.05133
77.292139	6494.829723	140.73588		77.754234	4262.373467	135.44167		77.547364	5971.489768	137.62119				1#	78.54159	6463.266006	128.24259		78.54159	6463.266006	128.24259	128.49435	128.49435
77.346598	6492.928002	140.18459		77.803348	4260.938754	134.94905		77.602249	5970.234587	137.07365				1#	78.597947	6461.794663	127.68195		78.597947	6461.794663	127.68195	127.93213	127.93213
77.400667	6491.771652	139.64837		77.85266	4259.612364	134.46324		77.656314	5968.757831	136.53551				1#	78.652216	6460.581113	127.13403		78.652216	6460.581113	127.13403	127.37086	127.37086
77.454544	6490.781499	139.10828		77.903435	4257.663497	133.96328		77.711392	5967.295703	135.98761				1#	78.706087	6459.417687	126.59193		78.706087	6459.417687	126.59193	126.81739	126.81739
77.509437	6489.281994	138.56485		77.958329	4256.149699	133.45405		77.76607	5966.170834	135.4349				1#	78.760697	6457.495077	126.05207		78.760697	6457.495077	126.05207	126.26909	126.26909
77.564558	6488.549109	138.00617		78.012281	4254.532532	132.90443		77.821163	5964.98393	134.88327				1#	78.816282	6456.430817	125.49854		78.816282	6456.430817	125.49854	125.72159	125.72159
77.618608	6487.074123	137.46606		78.067814	4253.069644	132.35072		77.871479	5963.828403	134.35094				1#	78.870371	6454.828651	124.94935		78.870371	6454.828651	124.94935	125.18302	125.18302
77.673474	6485.977152	136.91955		78.122206	4251.025141	131.80668		77.926653	5962.255171	133.83277				1#	78.926167	6453.515201	124.39436		78.926167	6453.515201	124.39436	124.63282	124.63282
77.728755	6484.003145	136.3668		78.177148	4249.042825	131.25672		77.980859	5961.085459	133.28564				1#	78.980576	6452.20343	123.84918		78.980576	6452.20343	123.84918	124.08573	124.08573
77.782603	6481.954228	135.82488		78.231449	4247.943346	130.70929		78.035492	5959.550059	132.74014				1#	79.035366	6450.488336	123.29998		79.035366	6450.488336	123.29998	123.53843	123.53843
77.832677	6480.645845	135.29685		78.286164	4245.923874	130.16949		78.091392	5958.135539	132.19168				1#	79.090396	6449.212274	122.75132		79.090396	6449.212274	122.75132	122.98989	122.98989
77.887228	6479.114462	134.7818		78.342669	4244.431192	129.6191		78.148049	5956.860392	131.61472				1#	79.144393	6448.043915	122.20817		79.144393	6448.043915	122.20817	122.47488	122.47488
77.94335	6478.1021	134.2275		78.397724	4242.53419	129.05133		78.202403	5955.395616	131.07477				1#	79.199677	6446.042959	121.6581		79.199677	6446.042959	121.6581	121.9255	121.9255
77.998157	6476.793361	133.67256		78.454291	4241.020292	128.49435		78.259286	5953.867934	130.52435				1#	79.254364	6444.528931	121.10845		79.254364	6444.528931	121.10845	121.37835	121.37835
78.059938	6475.619856	133.07005		78.51027	4239.391127	127.93213		78.310795	5952.767129	129.94448				1#	79.309322	6443.316931	120.55969		79.309322	6443.316931	120.55969	120.8339	120.8339
78.115294	6474.165521	132.4976		78.566332	4237.466499	127.37086		78.361893	5951.215702	129.45682				1#	79.364003	6441.913196	120.01263		79.364003	6441.913196	120.01263	120.31153	120.31153
