	Depth（nm）	Load（mN）			Depth（nm）	Load（mN）			Depth（nm）	Load（mN）				点位	时间	Depth（nm）	Load（mN）			Depth（nm）	Load1（mN）	Load2（mN）	Load3（mN）
78.168908	6472.900265	131.95511		78.621309	4235.688166	126.81739		78.415977	5950.101606	128.92676				1#	79.419431	6440.320028	119.46561		79.419431	6440.320028	119.46561	119.82322	119.82322
78.219283	6471.82151	131.4351		78.675941	4234.247087	126.26909		78.466999	5948.545412	128.39691				1#	79.469302	6439.094173	118.91723		79.469302	6439.094173	118.91723	119.32813	119.32813
78.26945	6470.613963	130.91744		78.730519	4232.503949	125.72159		78.521458	5947.117309	127.88007				1#	79.521193	6438.008593	118.42017		79.521193	6438.008593	118.42017	118.77951	118.77951
78.322253	6469.098578	130.41881		78.78457	4230.594613	125.18302		78.576427	5946.006401	127.33314				1#	79.577388	6436.415872	117.89262		79.577388	6436.415872	117.89262	118.2275	118.2275
78.377134	6467.439593	129.8876		78.839866	4229.174847	124.63282		78.630973	5944.393492	126.78714				1#	79.632512	6435.02161	117.32701		79.632512	6435.02161	117.32701	117.68011	117.68011
78.430717	6466.168585	129.34487		78.894212	4227.281527	124.08573		78.685492	5943.058486	126.24261				1#	79.687418	6433.459493	116.78155		79.687418	6433.459493	116.78155	117.12361	117.12361
78.485757	6464.999245	128.79652		78.949957	4225.695253	123.53843		78.741856	5941.539605	125.69993				1#	79.742785	6432.183498	116.23111		79.742785	6432.183498	116.23111	116.57681	116.57681
78.54159	6463.266006	128.24259		79.001193	4223.978831	122.98989		78.797061	5939.935618	125.12498				1#	79.797395	6430.712577	115.67774		79.797395	6430.712577	115.67774	116.02496	116.02496
78.597947	6461.794663	127.68195		79.055367	4222.190464	122.47488		78.853882	5938.126334	124.5737				1#	79.851477	6429.0988	115.13757		79.851477	6429.0988	115.13757	115.47703	115.47703
78.652216	6460.581113	127.13403		79.110514	4220.606507	121.9255		78.907991	5936.909907	124.01758				1#	79.906351	6427.228248	114.59034		79.906351	6427.228248	114.59034	114.94556	114.94556
78.706087	6459.417687	126.59193		79.165355	4218.858602	121.37835		78.963069	5935.557913	123.46597				1#	79.960474	6426.030282	114.04861		79.960474	6426.030282	114.04861	114.44526	114.44526
78.760697	6457.495077	126.05207		79.217134	4217.170944	120.8339		79.016427	5933.968525	122.92458				1#	80.014899	6425.086627	113.50841		80.014899	6425.086627	113.50841	113.91313	113.91313
78.816282	6456.430817	125.49854		79.266859	4215.676737	120.31153		79.066476	5932.79837	122.39845				1#	80.070024	6423.337295	112.95554		80.070024	6423.337295	112.95554	113.36253	113.36253
78.870371	6454.828651	124.94935		79.316348	4213.964536	119.82322		79.1209	5932.003474	121.88648				1#	80.125361	6421.898378	112.40147		80.125361	6421.898378	112.40147	112.81552	112.81552
78.926167	6453.515201	124.39436		79.370215	4212.922582	119.32813		79.17619	5930.913241	121.3361				1#	80.181915	6419.937453	111.83323		80.181915	6419.937453	111.83323	112.26352	112.26352
78.980576	6452.20343	123.84918		79.424779	4210.448531	118.77951		79.230517	5929.013768	120.79053				1#	80.236191	6418.485345	111.29371		80.236191	6418.485345	111.29371	111.74088	111.74088
79.035366	6450.488336	123.29998		79.479886	4209.301815	118.2275		79.28505	5928.053214	120.24584				1#	80.290541	6416.981329	110.75298		80.290541	6416.981329	110.75298	111.222	111.222
79.090396	6449.212274	122.75132		79.534547	4207.267554	117.68011		79.340274	5926.359072	119.69679				1#	80.344606	6415.259055	110.20877		80.344606	6415.259055	110.20877	110.67722	110.67722
79.144393	6448.043915	122.20817		79.590493	4205.613192	117.12361		79.395793	5924.458592	119.13948				1#	80.398826	6413.705255	109.6668		80.398826	6413.705255	109.6668	110.13376	110.13376
79.199677	6446.042959	121.6581		79.64516	4203.576752	116.57681		79.449884	5922.913493	118.59759				1#	80.453657	6412.230069	109.11683		80.453657	6412.230069	109.11683	109.58001	109.58001
79.254364	6444.528931	121.10845		79.700275	4201.855412	116.02496		79.503316	5921.973	118.04987				1#	80.511986	6410.636596	108.57144		80.511986	6410.636596	108.57144	109.03542	109.03542
79.309322	6443.316931	120.55969		79.754647	4200.232553	115.47703		79.552618	5920.581107	117.52401				1#	80.562196	6409.312616	107.98846		80.562196	6409.312616	107.98846	108.53903	108.53903
79.364003	6441.913196	120.01263		79.804208	4198.806202	114.94556		79.603173	5919.144062	117.0247				1#	80.613785	6408.095182	107.49835		80.613785	6408.095182	107.49835	108.00441	108.00441
79.419431	6440.320028	119.46561		79.856798	4196.657823	114.44526		79.65302	5917.920375	116.53364				1#	80.669584	6406.202496	106.95969		80.669584	6406.202496	106.95969	107.45236	107.45236
79.469302	6439.094173	118.91723		79.911423	4194.891514	113.91313		79.707879	5916.119575	116.01755				1#	80.723742	6404.479249	106.41665		80.723742	6404.479249	106.41665	106.90306	106.90306
79.521193	6438.008593	118.42017		79.966541	4193.385714	113.36253		79.762192	5914.423829	115.47556				1#	80.779172	6403.167429	105.86344		80.779172	6403.167429	105.86344	106.3622	106.3622
79.577388	6436.415872	117.89262		80.022229	4191.414983	112.81552		79.817008	5913.205117	114.92723				1#	80.833952	6401.227339	105.31466		80.833952	6401.227339	105.31466	105.80769	105.80769
79.632512	6435.02161	117.32701		80.075757	4189.806207	112.26352		79.871017	5911.520708	114.38558				1#	80.888653	6399.538184	104.7642		80.888653	6399.538184	104.7642	105.25285	105.25285
79.687418	6433.459493	116.78155		80.12576	4188.147751	111.74088		79.92813	5910.11742	113.83682				1#	80.943744	6397.886559	104.21922		80.943744	6397.886559	104.21922	104.71315	104.71315
79.742785	6432.183498	116.23111		80.180471	4186.20434	111.222		79.984767	5908.44357	113.26605				1#	80.998619	6396.87695	103.66747		80.998619	6396.87695	103.66747	104.16151	104.16151
79.797395	6430.712577	115.67774		80.235422	4184.60608	110.67722		80.038805	5906.918708	112.70883				1#	81.053508	6395.01141	103.11577		81.053508	6395.01141	103.11577	103.61341	103.61341
79.851477	6429.0988	115.13757		80.289499	4182.91517	110.13376		80.097978	5905.353363	112.16382				1#	81.108275	6393.11418	102.57117		81.108275	6393.11418	102.57117	103.07605	103.07605
79.906351	6427.228248	114.59034		80.344726	4180.941299	109.58001		80.157781	5903.908582	111.52936				1#	81.162212	6391.642662	102.02337		81.162212	6391.642662	102.02337	102.5768	102.5768
79.960474	6426.030282	114.04861		80.395364	4179.395309	109.03542		80.212333	5902.352025	110.96698				1#	81.21238	6389.848953	101.49542		81.21238	6389.848953	101.49542	102.03325	102.03325
80.014899	6425.086627	113.50841		80.447716	4177.546704	108.53903		80.262329	5900.96225	110.43723				1#	81.266631	6388.291348	100.98782		81.266631	6388.291348	100.98782	101.48352	101.48352
80.070024	6423.337295	112.95554		80.503235	4176.220645	108.00441		80.318423	5899.189423	109.91106				1#	81.320873	6386.852105	100.4466		81.320873	6386.852105	100.4466	100.94221	100.94221
80.125361	6421.898378	112.40147		80.557552	4174.308386	107.45236		80.372895	5897.522402	109.37051				1#	81.375255	6385.120387	99.90143		81.375255	6385.120387	99.90143	100.4082	100.4082
80.181915	6419.937453	111.83323		80.61236	4172.273623	106.90306		80.428152	5896.289823	108.81256				1#	81.430023	6383.33441	99.35368		81.430023	6383.33441	99.35368	99.8904	99.8904
80.236191	6418.485345	111.29371		80.667045	4171.37782	106.3622		80.483779	5894.1433	108.2606				1#	81.48497	6381.621096	98.80555		81.48497	6381.621096	98.80555	99.34072	99.34072
80.290541	6416.981329	110.75298		80.722443	4169.445443	105.80769		80.534673	5893.016197	107.70777				1#	81.540398	6379.824155	98.25286		81.540398	6379.824155	98.25286	98.79219	98.79219
80.344606	6415.259055	110.20877		80.777332	4167.725618	105.25285		80.58721	5891.268837	107.20621				1#	81.595897	6378.649397	97.70095		81.595897	6378.649397	97.70095	98.2448	98.2448
80.398826	6413.705255	109.6668		80.831465	4165.843831	104.71315		80.642326	5889.758314	106.6761				1#	81.650078	6376.805039	97.15153		81.650078	6376.805039	97.15153	97.68788	97.68788
80.453657	6412.230069	109.11683		80.887098	4164.101085	104.16151		80.697617	5887.781288	106.12036				1#	81.705506	6375.968494	96.59658		81.705506	6375.968494	96.59658	97.14331	97.14331
80.511986	6410.636596	108.57144		80.940933	4162.204639	103.61341		80.753496	5886.669682	105.56309				1#	81.759775	6374.783244	96.05929		81.759775	6374.783244	96.05929	96.61297	96.61297
80.562196	6409.312616	107.98846		80.990915	4161.008693	103.07605		80.807363	5884.916031	105.01727				1#	81.814289	6372.973913	95.50855		81.814289	6372.973913	95.50855	96.07635	96.07635
80.613785	6408.095182	107.49835		81.044611	4158.657938	102.5768		80.856425	5883.178946	104.49158				1#	81.869576	6371.151518	94.95971		81.869576	6371.151518	94.95971	95.53467	95.53467
80.669584	6406.202496	106.95969		81.099483	4157.160973	102.03325		80.909695	5881.270648	103.99523				1#	81.924799	6368.909413	94.40668		81.924799	6368.909413	94.40668	94.98142	94.98142
80.723742	6404.479249	106.41665		81.154542	4154.720445	101.48352		80.96403	5879.678508	103.45833				1#	81.980244	6367.764257	93.85816		81.980244	6367.764257	93.85816	94.43353	94.43353
80.779172	6403.167429	105.86344		81.207896	4152.762669	100.94221		81.018507	5878.35688	102.91026				1#	82.034148	6365.581398	93.309		82.034148	6365.581398	93.309	93.89046	93.89046
80.833952	6401.227339	105.31466		81.258716	4151.260488	100.4082		81.072357	5876.765182	102.37024				1#	82.088995	6364.139637	92.76326		82.088995	6364.139637	92.76326	93.32901	93.32901
80.888653	6399.538184	104.7642		81.313836	4149.325585	99.8904		81.124831	5874.941246	101.8339				1#	82.143655	6362.331209	92.21931		82.143655	6362.331209	92.21931	92.83017	92.83017
80.943744	6397.886559	104.21922		81.368804	4147.385945	99.34072		81.179346	5873.537374	101.30203				1#	82.198055	6360.732477	91.67907		82.198055	6360.732477	91.67907	92.29229	92.29229
80.998619	6396.87695	103.66747		81.423581	4145.391337	98.79219		81.232831	5871.601069	100.76041				1#	82.2528	6359.152391	91.1251		82.2528	6359.152391	91.1251	91.73832	91.73832
81.053508	6395.01141	103.11577		81.478804	4143.804047	98.2448		81.283371	5870.26303	100.22512				1#	82.307633	6356.645242	90.58461		82.307633	6356.645242	90.58461	91.17978	91.17978
81.108275	6393.11418	102.57117		81.534174	4141.947044	97.68788		81.339272	5867.626002	99.70537				1#	82.362244	6354.416169	90.03057		82.362244	6354.416169	90.03057	90.61756	90.61756
81.162212	6391.642662	102.02337		81.587457	4140.154672	97.14331		81.39361	5866.185632	99.16335				1#	82.417703	6352.786298	89.47615		82.417703	6352.786298	89.47615	90.07264	90.07264
81.21238	6389.848953	101.49542		81.639326	4138.289802	96.61297		81.448014	5864.428001	98.61998				1#	82.474014	6350.365436	88.92688		82.474014	6350.365436	88.92688	89.53333	89.53333
81.266631	6388.291348	100.98782		81.695181	4136.251297	96.07635		81.503614	5862.511002	98.06104				1#	82.528821	6348.620945	88.36228		82.528821	6348.620945	88.36228	88.98358	88.98358
81.320873	6386.852105	100.4466		81.749324	4134.391905	95.53467		81.558431	5860.861441	97.5127				1#	82.583078	6347.126061	87.8184		82.583078	6347.126061	87.8184	88.45497	88.45497
81.375255	6385.120387	99.90143		81.805247	4132.660319	94.98142		81.613648	5859.545607	96.96252				1#	82.633734	6345.495831	87.28711		82.633734	6345.495831	87.28711	87.95323	87.95323
81.430023	6383.33441	99.35368		81.85928	4131.096686	94.43353		81.66834	5857.986126	96.41446				1#	82.688567	6344.222384	86.76765		82.688567	6344.222384	86.76765	87.41297	87.41297
81.48497	6381.621096	98.80555		81.915201	4129.400605	93.89046		81.724353	5856.291676	95.8544				1#	82.743643	6342.260537	86.21809		82.743643	6342.260537	86.21809	86.85731	86.85731
81.540398	6379.824155	98.25286		81.965628	4127.272813	93.32901		81.778677	5854.413172	95.30719				1#	82.798519	6340.952622	85.66704		82.798519	6340.952622	85.66704	86.30765	86.30765
81.595897	6378.649397	97.70095		82.018826	4125.577812	92.83017		81.833624	5852.86796	94.76046				1#	82.853346	6338.684077	85.12012		82.853346	6338.684077	85.12012	85.76294	85.76294
81.650078	6376.805039	97.15153		82.07354	4123.808989	92.29229		81.889335	5851.660417	94.20785				1#	82.907442	6336.810701	84.57869		82.907442	6336.810701	84.57869	85.21958	85.21958
81.705506	6375.968494	96.59658		82.129244	4121.657347	91.73832		81.943669	5850.141478	93.66248				1#	82.961933	6335.121463	84.03405		82.961933	6335.121463	84.03405	84.69347	84.69347
81.759775	6374.783244	96.05929		82.187095	4119.831554	91.17978		81.999074	5848.190091	93.10877				1#	83.015873	6334.013963	83.48741		83.015873	6334.013963	83.48741	84.19016	84.19016
81.814289	6372.973913	95.50855		82.241159	4118.30252	90.61756		82.053925	5846.926723	92.55676				1#	83.064745	6331.932333	82.96135		83.064745	6331.932333	82.96135	83.63404	83.63404
81.869576	6371.151518	94.95971		82.295425	4116.707547	90.07264		82.109286	5845.249131	92.00523				1#	83.116393	6329.31703	82.46551		83.116393	6329.31703	82.46551	83.07612	83.07612
81.924799	6368.909413	94.40668		82.349498	4114.280266	89.53333		82.16354	5842.911015	91.46097				1#	83.169868	6327.600608	81.94605		83.169868	6327.600608	81.94605	82.51692	82.51692
81.980244	6367.764257	93.85816		82.403779	4112.45033	88.98358		82.218486	5841.317609	90.91111				1#	83.219839	6326.369708	81.42397		83.219839	6326.369708	81.42397	81.9756	81.9756
82.034148	6365.581398	93.309		82.453357	4110.798798	88.45497		82.27619	5839.354459	90.3378				1#	83.275064	6324.063311	80.90308		83.275064	6324.063311	80.90308	81.41928	81.41928
82.088995	6364.139637	92.76326		82.507375	4108.673023	87.95323		82.33322	5837.466152	89.77976				1#	83.329812	6322.696982	80.35479		83.329812	6322.696982	80.35479	80.88212	80.88212
82.143655	6362.331209	92.21931		82.561555	4107.227917	87.41297		82.387822	5835.669374	89.21712				1#	83.384265	6320.405823	79.81054		83.384265	6320.405823	79.81054	80.32791	80.32791
82.198055	6360.732477	91.67907		82.616947	4105.292533	86.85731		82.445181	5833.644831	88.6509				1#	83.438975	6318.53312	79.26286		83.438975	6318.53312	79.26286	79.78816	79.78816
82.2528	6359.152391	91.1251		82.672047	4103.461976	86.30765		82.499784	5832.020132	88.09955				1#	83.493835	6316.525101	78.71623		83.493835	6316.525101	78.71623	79.26184	79.26184
82.307633	6356.645242	90.58461		82.726823	4101.500505	85.76294		82.554983	5830.278135	87.54585				1#	83.549253	6314.576135	78.1588		83.549253	6314.576135	78.1588	78.71425	78.71425
82.362244	6354.416169	90.03057		82.780258	4099.469017	85.21958		82.609867	5826.898708	86.99013				1#	83.603934	6312.450923	77.6135		83.603934	6312.450923	77.6135	78.16325	78.16325
82.417703	6352.786298	89.47615		82.82982	4097.511685	84.69347		82.659921	5825.416409	86.45602				1#	83.65779	6310.634714	77.07559		83.65779	6310.634714	77.07559	77.61647	77.61647
82.474014	6350.365436	88.92688		82.883901	4095.669942	84.19016		82.714634	5823.911388	85.95209				1#	83.712674	6308.873319	76.52829		83.712674	6308.873319	76.52829	77.06887	77.06887
82.528821	6348.620945	88.36228		82.939497	4093.645497	83.63404		82.769827	5821.720606	85.40056				1#	83.768522	6306.43643	75.97302		83.768522	6306.43643	75.97302	76.53665	76.53665
82.583078	6347.126061	87.8184		82.995558	4092.029819	83.07612		82.823854	5819.950461	84.85777				1#	83.824008	6304.754189	75.42002		83.824008	6304.754189	75.42002	76.01703	76.01703
82.633734	6345.495831	87.28711		83.051362	4089.725453	82.51692		82.878965	5818.546727	84.30732				1#	83.878474	6302.567504	74.86693		83.878474	6302.567504	74.86693	75.47536	75.47536
82.688567	6344.222384	86.76765		83.105724	4087.924134	81.9756		82.937484	5815.989024	83.75804				1#	83.933931	6300.420363	74.31409		83.933931	6300.420363	74.31409	74.93331	74.93331
82.743643	6342.260537	86.21809		83.160592	4086.198218	81.41928		82.993982	5814.084774	83.17776				1#	83.987434	6299.029276	73.77022		83.987434	6299.029276	73.77022	74.38122	74.38122
82.798519	6340.952622	85.66704		83.214536	4084.013742	80.88212		83.047808	5811.949633	82.6167				1#	84.036423	6297.442194	73.24704		84.036423	6297.442194	73.24704	73.83014	73.83014
82.853346	6338.684077	85.12012		83.27003	4081.962327	80.32791		83.10559	5810.395441	82.06922				1#	84.089333	6295.123702	72.74797		84.089333	6295.123702	72.74797	73.25354	73.25354
82.907442	6336.810701	84.57869		83.321876	4080.217871	79.78816		83.160126	5808.535458	81.49974				1#	84.144057	6293.516792	72.21361		84.144057	6293.516792	72.21361	72.76145	72.76145
82.961933	6335.121463	84.03405		83.376932	4078.485998	79.26184		83.214634	5806.931489	80.94194				1#	84.198515	6291.278689	71.66455		84.198515	6291.278689	71.66455	72.24377	72.24377
83.015873	6334.013963	83.48741		83.431565	4076.278454	78.71425		83.264916	5805.005175	80.41211				1#	84.253317	6289.511354	71.12137		84.253317	6289.511354	71.12137	71.70399	71.70399
83.064745	6331.932333	82.96135		83.486343	4074.509827	78.16325		83.319358	5802.482735	79.90244				1#	84.308187	6287.579836	70.5737		84.308187	6287.579836	70.5737	71.15364	71.15364
83.116393	6329.31703	82.46551		83.54111	4072.480012	77.61647		83.373698	5800.924892	79.36126				1#	84.36327	6285.444411	70.02479		84.36327	6285.444411	70.02479	70.60179	70.60179
83.169868	6327.600608	81.94605		83.595938	4070.495342	77.06887		83.429794	5799.212481	78.80639				1#	84.41628	6284.264211	69.47779		84.41628	6284.264211	69.47779	70.05464	70.05464
